Region,By Housing Type,Date,Price_Index
6 Large Cities,Apartments,1992-06-01,53.3
6 Large Cities,Apartments,1992-07-01,52.8
6 Large Cities,Apartments,1992-08-01,52.6
6 Large Cities,Apartments,1992-09-01,53.0
6 Large Cities,Apartments,1992-10-01,53.2
6 Large Cities,Apartments,1992-11-01,53.0
6 Large Cities,Apartments,1992-12-01,52.7
6 Large Cities,Apartments,1993-01-01,52.6
6 Large Cities,Apartments,1993-02-01,52.7
6 Large Cities,Apartments,1993-03-01,52.8
6 Large Cities,Apartments,1993-04-01,52.5
6 Large Cities,Apartments,1993-05-01,52.2
6 Large Cities,Apartments,1993-06-01,52.0
6 Large Cities,Apartments,1993-07-01,51.6
6 Large Cities,Apartments,1993-08-01,51.4
6 Large Cities,Apartments,1993-09-01,51.4
6 Large Cities,Apartments,1993-10-01,51.3
6 Large Cities,Apartments,1993-11-01,51.2
6 Large Cities,Apartments,1993-12-01,51.1
6 Large Cities,Apartments,1994-01-01,51.0
6 Large Cities,Apartments,1994-02-01,51.2
6 Large Cities,Apartments,1994-03-01,51.2
6 Large Cities,Apartments,1994-04-01,51.2
6 Large Cities,Apartments,1994-05-01,51.1
6 Large Cities,Apartments,1994-06-01,51.1
6 Large Cities,Apartments,1994-07-01,51.0
6 Large Cities,Apartments,1994-08-01,51.1
6 Large Cities,Apartments,1994-09-01,51.3
6 Large Cities,Apartments,1994-10-01,51.4
6 Large Cities,Apartments,1994-11-01,51.3
6 Large Cities,Apartments,1994-12-01,51.4
6 Large Cities,Apartments,1995-01-01,51.3
6 Large Cities,Apartments,1995-02-01,51.4
6 Large Cities,Apartments,1995-03-01,51.5
6 Large Cities,Apartments,1995-04-01,51.6
6 Large Cities,Apartments,1995-05-01,51.5
6 Large Cities,Apartments,1995-06-01,51.5
6 Large Cities,Apartments,1995-07-01,51.5
6 Large Cities,Apartments,1995-08-01,51.5
6 Large Cities,Apartments,1995-09-01,51.7
6 Large Cities,Apartments,1995-10-01,51.8
6 Large Cities,Apartments,1995-11-01,51.7
6 Large Cities,Apartments,1995-12-01,51.6
6 Large Cities,Apartments,1996-01-01,51.6
6 Large Cities,Apartments,1996-02-01,51.8
6 Large Cities,Apartments,1996-03-01,52.2
6 Large Cities,Apartments,1996-04-01,52.2
6 Large Cities,Apartments,1996-05-01,52.2
6 Large Cities,Apartments,1996-06-01,52.1
6 Large Cities,Apartments,1996-07-01,52.2
6 Large Cities,Apartments,1996-08-01,52.1
6 Large Cities,Apartments,1996-09-01,52.4
6 Large Cities,Apartments,1996-10-01,52.4
6 Large Cities,Apartments,1996-11-01,52.4
6 Large Cities,Apartments,1996-12-01,52.5
6 Large Cities,Apartments,1997-01-01,52.8
6 Large Cities,Apartments,1997-02-01,53.5
6 Large Cities,Apartments,1997-03-01,53.9
6 Large Cities,Apartments,1997-04-01,54.0
6 Large Cities,Apartments,1997-05-01,54.0
6 Large Cities,Apartments,1997-06-01,53.8
6 Large Cities,Apartments,1997-07-01,53.9
6 Large Cities,Apartments,1997-08-01,53.8
6 Large Cities,Apartments,1997-09-01,53.8
6 Large Cities,Apartments,1997-10-01,53.8
6 Large Cities,Apartments,1997-11-01,53.7
6 Large Cities,Apartments,1997-12-01,53.4
6 Large Cities,Apartments,1998-01-01,53.0
6 Large Cities,Apartments,1998-02-01,52.2
6 Large Cities,Apartments,1998-03-01,50.5
6 Large Cities,Apartments,1998-04-01,49.4
6 Large Cities,Apartments,1998-05-01,48.4
6 Large Cities,Apartments,1998-06-01,47.7
6 Large Cities,Apartments,1998-07-01,47.6
6 Large Cities,Apartments,1998-08-01,47.4
6 Large Cities,Apartments,1998-09-01,47.2
6 Large Cities,Apartments,1998-10-01,46.9
6 Large Cities,Apartments,1998-11-01,46.8
6 Large Cities,Apartments,1998-12-01,46.7
6 Large Cities,Apartments,1999-01-01,47.7
6 Large Cities,Apartments,1999-02-01,48.3
6 Large Cities,Apartments,1999-03-01,48.9
6 Large Cities,Apartments,1999-04-01,49.2
6 Large Cities,Apartments,1999-05-01,49.4
6 Large Cities,Apartments,1999-06-01,49.6
6 Large Cities,Apartments,1999-07-01,49.7
6 Large Cities,Apartments,1999-08-01,50.0
6 Large Cities,Apartments,1999-09-01,50.3
6 Large Cities,Apartments,1999-10-01,50.5
6 Large Cities,Apartments,1999-11-01,50.3
6 Large Cities,Apartments,1999-12-01,50.1
6 Large Cities,Apartments,2000-01-01,50.2
6 Large Cities,Apartments,2000-02-01,50.5
6 Large Cities,Apartments,2000-03-01,50.6
6 Large Cities,Apartments,2000-04-01,50.8
6 Large Cities,Apartments,2000-05-01,50.8
6 Large Cities,Apartments,2000-06-01,50.6
6 Large Cities,Apartments,2000-07-01,50.6
6 Large Cities,Apartments,2000-08-01,50.7
6 Large Cities,Apartments,2000-09-01,50.8
6 Large Cities,Apartments,2000-10-01,50.9
6 Large Cities,Apartments,2000-11-01,50.8
6 Large Cities,Apartments,2000-12-01,50.6
6 Large Cities,Apartments,2001-01-01,50.6
6 Large Cities,Apartments,2001-02-01,50.8
6 Large Cities,Apartments,2001-03-01,51.3
6 Large Cities,Apartments,2001-04-01,52.0
6 Large Cities,Apartments,2001-05-01,52.5
6 Large Cities,Apartments,2001-06-01,53.0
6 Large Cities,Apartments,2001-07-01,54.0
6 Large Cities,Apartments,2001-08-01,55.2
6 Large Cities,Apartments,2001-09-01,56.6
6 Large Cities,Apartments,2001-10-01,57.1
6 Large Cities,Apartments,2001-11-01,57.5
6 Large Cities,Apartments,2001-12-01,58.1
6 Large Cities,Apartments,2002-01-01,59.4
6 Large Cities,Apartments,2002-02-01,61.1
6 Large Cities,Apartments,2002-03-01,62.8
6 Large Cities,Apartments,2002-04-01,63.6
6 Large Cities,Apartments,2002-05-01,63.9
6 Large Cities,Apartments,2002-06-01,64.4
6 Large Cities,Apartments,2002-07-01,64.9
6 Large Cities,Apartments,2002-08-01,65.7
6 Large Cities,Apartments,2002-09-01,67.1
6 Large Cities,Apartments,2002-10-01,67.7
6 Large Cities,Apartments,2002-11-01,67.9
6 Large Cities,Apartments,2002-12-01,68.3
6 Large Cities,Apartments,2003-01-01,68.9
6 Large Cities,Apartments,2003-02-01,69.4
6 Large Cities,Apartments,2003-03-01,70.0
6 Large Cities,Apartments,2003-04-01,70.5
6 Large Cities,Apartments,2003-05-01,71.7
6 Large Cities,Apartments,2003-06-01,72.7
6 Large Cities,Apartments,2003-07-01,73.0
6 Large Cities,Apartments,2003-08-01,73.4
6 Large Cities,Apartments,2003-09-01,74.3
6 Large Cities,Apartments,2003-10-01,75.2
6 Large Cities,Apartments,2003-11-01,75.2
6 Large Cities,Apartments,2003-12-01,74.6
6 Large Cities,Apartments,2004-01-01,74.4
6 Large Cities,Apartments,2004-02-01,74.6
6 Large Cities,Apartments,2004-03-01,74.8
6 Large Cities,Apartments,2004-04-01,75.1
6 Large Cities,Apartments,2004-05-01,75.2
6 Large Cities,Apartments,2004-06-01,75.2
6 Large Cities,Apartments,2004-07-01,75.1
6 Large Cities,Apartments,2004-08-01,75.0
6 Large Cities,Apartments,2004-09-01,75.0
6 Large Cities,Apartments,2004-10-01,75.0
6 Large Cities,Apartments,2004-11-01,74.7
6 Large Cities,Apartments,2004-12-01,74.5
6 Large Cities,Apartments,2005-01-01,74.3
6 Large Cities,Apartments,2005-02-01,74.4
6 Large Cities,Apartments,2005-03-01,74.8
6 Large Cities,Apartments,2005-04-01,75.3
6 Large Cities,Apartments,2005-05-01,75.7
6 Large Cities,Apartments,2005-06-01,75.9
6 Large Cities,Apartments,2005-07-01,76.2
6 Large Cities,Apartments,2005-08-01,76.5
6 Large Cities,Apartments,2005-09-01,76.7
6 Large Cities,Apartments,2005-10-01,76.7
6 Large Cities,Apartments,2005-11-01,76.7
6 Large Cities,Apartments,2005-12-01,76.8
6 Large Cities,Apartments,2006-01-01,77.0
6 Large Cities,Apartments,2006-02-01,77.2
6 Large Cities,Apartments,2006-03-01,77.4
6 Large Cities,Apartments,2006-04-01,77.6
6 Large Cities,Apartments,2006-05-01,77.8
6 Large Cities,Apartments,2006-06-01,77.9
6 Large Cities,Apartments,2006-07-01,77.8
6 Large Cities,Apartments,2006-08-01,77.9
6 Large Cities,Apartments,2006-09-01,77.9
6 Large Cities,Apartments,2006-10-01,78.3
6 Large Cities,Apartments,2006-11-01,79.2
6 Large Cities,Apartments,2006-12-01,80.0
6 Large Cities,Apartments,2007-01-01,80.4
6 Large Cities,Apartments,2007-02-01,80.5
6 Large Cities,Apartments,2007-03-01,80.6
6 Large Cities,Apartments,2007-04-01,80.6
6 Large Cities,Apartments,2007-05-01,80.6
6 Large Cities,Apartments,2007-06-01,80.7
6 Large Cities,Apartments,2007-07-01,80.8
6 Large Cities,Apartments,2007-08-01,80.9
6 Large Cities,Apartments,2007-09-01,80.9
6 Large Cities,Apartments,2007-10-01,81.1
6 Large Cities,Apartments,2007-11-01,81.2
6 Large Cities,Apartments,2007-12-01,81.3
6 Large Cities,Apartments,2008-01-01,81.4
6 Large Cities,Apartments,2008-02-01,81.5
6 Large Cities,Apartments,2008-03-01,81.8
6 Large Cities,Apartments,2008-04-01,82.3
6 Large Cities,Apartments,2008-05-01,82.7
6 Large Cities,Apartments,2008-06-01,83.1
6 Large Cities,Apartments,2008-07-01,83.4
6 Large Cities,Apartments,2008-08-01,83.5
6 Large Cities,Apartments,2008-09-01,83.9
6 Large Cities,Apartments,2008-10-01,84.0
6 Large Cities,Apartments,2008-11-01,83.9
6 Large Cities,Apartments,2008-12-01,83.6
6 Large Cities,Apartments,2009-01-01,83.3
6 Large Cities,Apartments,2009-02-01,83.0
6 Large Cities,Apartments,2009-03-01,82.9
6 Large Cities,Apartments,2009-04-01,82.8
6 Large Cities,Apartments,2009-05-01,82.9
6 Large Cities,Apartments,2009-06-01,83.0
6 Large Cities,Apartments,2009-07-01,83.2
6 Large Cities,Apartments,2009-08-01,83.4
6 Large Cities,Apartments,2009-09-01,84.0
6 Large Cities,Apartments,2009-10-01,84.5
6 Large Cities,Apartments,2009-11-01,85.0
6 Large Cities,Apartments,2009-12-01,85.4
6 Large Cities,Apartments,2010-01-01,85.6
6 Large Cities,Apartments,2010-02-01,86.2
6 Large Cities,Apartments,2010-03-01,86.7
6 Large Cities,Apartments,2010-04-01,87.2
6 Large Cities,Apartments,2010-05-01,87.6
6 Large Cities,Apartments,2010-06-01,87.9
6 Large Cities,Apartments,2010-07-01,88.0
6 Large Cities,Apartments,2010-08-01,88.3
6 Large Cities,Apartments,2010-09-01,88.6
6 Large Cities,Apartments,2010-10-01,89.2
6 Large Cities,Apartments,2010-11-01,90.0
6 Large Cities,Apartments,2010-12-01,90.9
6 Large Cities,Apartments,2011-01-01,91.8
6 Large Cities,Apartments,2011-02-01,93.4
6 Large Cities,Apartments,2011-03-01,95.1
6 Large Cities,Apartments,2011-04-01,97.0
6 Large Cities,Apartments,2011-05-01,98.8
6 Large Cities,Apartments,2011-06-01,100.0
6 Large Cities,Apartments,2011-07-01,101.1
6 Large Cities,Apartments,2011-08-01,102.2
6 Large Cities,Apartments,2011-09-01,103.2
6 Large Cities,Apartments,2011-10-01,104.0
6 Large Cities,Apartments,2011-11-01,105.0
6 Large Cities,Apartments,2011-12-01,105.4
6 Large Cities,Apartments,2012-01-01,105.8
6 Large Cities,Apartments,2012-02-01,106.1
6 Large Cities,Apartments,2012-03-01,106.6
6 Large Cities,Apartments,2012-04-01,107.0
6 Large Cities,Apartments,2012-05-01,107.2
6 Large Cities,Apartments,2012-06-01,107.2
6 Large Cities,Apartments,2012-07-01,107.2
6 Large Cities,Apartments,2012-08-01,107.2
6 Large Cities,Apartments,2012-09-01,107.2
6 Large Cities,Apartments,2012-10-01,107.3
6 Large Cities,Apartments,2012-11-01,107.3
6 Large Cities,Apartments,2012-12-01,107.3
6 Large Cities,Row Houses,1986-01-01,47.7
6 Large Cities,Row Houses,1986-02-01,47.2
6 Large Cities,Row Houses,1986-03-01,47.4
6 Large Cities,Row Houses,1986-04-01,47.4
6 Large Cities,Row Houses,1986-05-01,47.3
6 Large Cities,Row Houses,1986-06-01,47.3
6 Large Cities,Row Houses,1986-07-01,47.3
6 Large Cities,Row Houses,1986-08-01,47.3
6 Large Cities,Row Houses,1986-09-01,47.2
6 Large Cities,Row Houses,1986-10-01,46.9
6 Large Cities,Row Houses,1986-11-01,46.9
6 Large Cities,Row Houses,1986-12-01,46.9
6 Large Cities,Row Houses,1987-01-01,46.4
6 Large Cities,Row Houses,1987-02-01,46.5
6 Large Cities,Row Houses,1987-03-01,47.0
6 Large Cities,Row Houses,1987-04-01,47.4
6 Large Cities,Row Houses,1987-05-01,47.6
6 Large Cities,Row Houses,1987-06-01,47.6
6 Large Cities,Row Houses,1987-07-01,48.1
6 Large Cities,Row Houses,1987-08-01,48.4
6 Large Cities,Row Houses,1987-09-01,52.4
6 Large Cities,Row Houses,1987-10-01,52.8
6 Large Cities,Row Houses,1987-11-01,52.8
6 Large Cities,Row Houses,1987-12-01,51.2
6 Large Cities,Row Houses,1988-01-01,51.4
6 Large Cities,Row Houses,1988-02-01,53.2
6 Large Cities,Row Houses,1988-03-01,57.1
6 Large Cities,Row Houses,1988-04-01,58.3
6 Large Cities,Row Houses,1988-05-01,59.4
6 Large Cities,Row Houses,1988-06-01,61.4
6 Large Cities,Row Houses,1988-07-01,61.7
6 Large Cities,Row Houses,1988-08-01,63.5
6 Large Cities,Row Houses,1988-09-01,63.9
6 Large Cities,Row Houses,1988-10-01,64.1
6 Large Cities,Row Houses,1988-11-01,63.0
6 Large Cities,Row Houses,1988-12-01,62.7
6 Large Cities,Row Houses,1989-01-01,62.6
6 Large Cities,Row Houses,1989-02-01,64.4
6 Large Cities,Row Houses,1989-03-01,65.8
6 Large Cities,Row Houses,1989-04-01,67.7
6 Large Cities,Row Houses,1989-05-01,70.8
6 Large Cities,Row Houses,1989-06-01,72.0
6 Large Cities,Row Houses,1989-07-01,71.4
6 Large Cities,Row Houses,1989-08-01,71.6
6 Large Cities,Row Houses,1989-09-01,71.0
6 Large Cities,Row Houses,1989-10-01,71.9
6 Large Cities,Row Houses,1989-11-01,73.1
6 Large Cities,Row Houses,1989-12-01,74.3
6 Large Cities,Row Houses,1990-01-01,75.3
6 Large Cities,Row Houses,1990-02-01,77.0
6 Large Cities,Row Houses,1990-03-01,79.6
6 Large Cities,Row Houses,1990-04-01,81.8
6 Large Cities,Row Houses,1990-05-01,82.4
6 Large Cities,Row Houses,1990-06-01,83.0
6 Large Cities,Row Houses,1990-07-01,82.7
6 Large Cities,Row Houses,1990-08-01,84.1
6 Large Cities,Row Houses,1990-09-01,86.2
6 Large Cities,Row Houses,1990-10-01,86.8
6 Large Cities,Row Houses,1990-11-01,87.4
6 Large Cities,Row Houses,1990-12-01,88.6
6 Large Cities,Row Houses,1991-01-01,89.6
6 Large Cities,Row Houses,1991-02-01,90.9
6 Large Cities,Row Houses,1991-03-01,92.3
6 Large Cities,Row Houses,1991-04-01,94.2
6 Large Cities,Row Houses,1991-05-01,94.4
6 Large Cities,Row Houses,1991-06-01,93.8
6 Large Cities,Row Houses,1991-07-01,93.3
6 Large Cities,Row Houses,1991-08-01,92.7
6 Large Cities,Row Houses,1991-09-01,92.6
6 Large Cities,Row Houses,1991-10-01,91.4
6 Large Cities,Row Houses,1991-11-01,89.0
6 Large Cities,Row Houses,1991-12-01,87.6
6 Large Cities,Row Houses,1992-01-01,87.0
6 Large Cities,Row Houses,1992-02-01,86.6
6 Large Cities,Row Houses,1992-03-01,86.1
6 Large Cities,Row Houses,1992-04-01,85.4
6 Large Cities,Row Houses,1992-05-01,84.6
6 Large Cities,Row Houses,1992-06-01,83.8
6 Large Cities,Row Houses,1992-07-01,82.6
6 Large Cities,Row Houses,1992-08-01,82.2
6 Large Cities,Row Houses,1992-09-01,82.5
6 Large Cities,Row Houses,1992-10-01,82.6
6 Large Cities,Row Houses,1992-11-01,82.1
6 Large Cities,Row Houses,1992-12-01,81.8
6 Large Cities,Row Houses,1993-01-01,81.7
6 Large Cities,Row Houses,1993-02-01,82.1
6 Large Cities,Row Houses,1993-03-01,82.5
6 Large Cities,Row Houses,1993-04-01,82.0
6 Large Cities,Row Houses,1993-05-01,81.6
6 Large Cities,Row Houses,1993-06-01,81.4
6 Large Cities,Row Houses,1993-07-01,81.1
6 Large Cities,Row Houses,1993-08-01,81.0
6 Large Cities,Row Houses,1993-09-01,80.7
6 Large Cities,Row Houses,1993-10-01,80.7
6 Large Cities,Row Houses,1993-11-01,80.7
6 Large Cities,Row Houses,1993-12-01,80.6
6 Large Cities,Row Houses,1994-01-01,80.6
6 Large Cities,Row Houses,1994-02-01,80.3
6 Large Cities,Row Houses,1994-03-01,80.2
6 Large Cities,Row Houses,1994-04-01,80.2
6 Large Cities,Row Houses,1994-05-01,80.2
6 Large Cities,Row Houses,1994-06-01,80.2
6 Large Cities,Row Houses,1994-07-01,80.2
6 Large Cities,Row Houses,1994-08-01,80.2
6 Large Cities,Row Houses,1994-09-01,80.4
6 Large Cities,Row Houses,1994-10-01,80.4
6 Large Cities,Row Houses,1994-11-01,80.3
6 Large Cities,Row Houses,1994-12-01,80.4
6 Large Cities,Row Houses,1995-01-01,80.3
6 Large Cities,Row Houses,1995-02-01,80.4
6 Large Cities,Row Houses,1995-03-01,80.4
6 Large Cities,Row Houses,1995-04-01,80.6
6 Large Cities,Row Houses,1995-05-01,80.6
6 Large Cities,Row Houses,1995-06-01,80.6
6 Large Cities,Row Houses,1995-07-01,80.3
6 Large Cities,Row Houses,1995-08-01,80.3
6 Large Cities,Row Houses,1995-09-01,80.3
6 Large Cities,Row Houses,1995-10-01,80.6
6 Large Cities,Row Houses,1995-11-01,80.2
6 Large Cities,Row Houses,1995-12-01,80.1
6 Large Cities,Row Houses,1996-01-01,80.1
6 Large Cities,Row Houses,1996-02-01,80.1
6 Large Cities,Row Houses,1996-03-01,80.3
6 Large Cities,Row Houses,1996-04-01,80.2
6 Large Cities,Row Houses,1996-05-01,80.3
6 Large Cities,Row Houses,1996-06-01,80.0
6 Large Cities,Row Houses,1996-07-01,80.5
6 Large Cities,Row Houses,1996-08-01,80.3
6 Large Cities,Row Houses,1996-09-01,80.4
6 Large Cities,Row Houses,1996-10-01,80.2
6 Large Cities,Row Houses,1996-11-01,80.0
6 Large Cities,Row Houses,1996-12-01,79.9
6 Large Cities,Row Houses,1997-01-01,80.0
6 Large Cities,Row Houses,1997-02-01,80.2
6 Large Cities,Row Houses,1997-03-01,80.5
6 Large Cities,Row Houses,1997-04-01,80.4
6 Large Cities,Row Houses,1997-05-01,80.1
6 Large Cities,Row Houses,1997-06-01,80.1
6 Large Cities,Row Houses,1997-07-01,80.1
6 Large Cities,Row Houses,1997-08-01,80.0
6 Large Cities,Row Houses,1997-09-01,80.0
6 Large Cities,Row Houses,1997-10-01,79.9
6 Large Cities,Row Houses,1997-11-01,79.7
6 Large Cities,Row Houses,1997-12-01,79.3
6 Large Cities,Row Houses,1998-01-01,79.1
6 Large Cities,Row Houses,1998-02-01,78.5
6 Large Cities,Row Houses,1998-03-01,75.8
6 Large Cities,Row Houses,1998-04-01,74.7
6 Large Cities,Row Houses,1998-05-01,73.4
6 Large Cities,Row Houses,1998-06-01,72.4
6 Large Cities,Row Houses,1998-07-01,72.2
6 Large Cities,Row Houses,1998-08-01,72.1
6 Large Cities,Row Houses,1998-09-01,71.9
6 Large Cities,Row Houses,1998-10-01,71.7
6 Large Cities,Row Houses,1998-11-01,71.7
6 Large Cities,Row Houses,1998-12-01,71.5
6 Large Cities,Row Houses,1999-01-01,71.4
6 Large Cities,Row Houses,1999-02-01,71.1
6 Large Cities,Row Houses,1999-03-01,70.6
6 Large Cities,Row Houses,1999-04-01,70.5
6 Large Cities,Row Houses,1999-05-01,70.3
6 Large Cities,Row Houses,1999-06-01,69.7
6 Large Cities,Row Houses,1999-07-01,69.3
6 Large Cities,Row Houses,1999-08-01,69.1
6 Large Cities,Row Houses,1999-09-01,69.6
6 Large Cities,Row Houses,1999-10-01,69.3
6 Large Cities,Row Houses,1999-11-01,68.9
6 Large Cities,Row Houses,1999-12-01,68.6
6 Large Cities,Row Houses,2000-01-01,68.7
6 Large Cities,Row Houses,2000-02-01,68.9
6 Large Cities,Row Houses,2000-03-01,68.9
6 Large Cities,Row Houses,2000-04-01,68.9
6 Large Cities,Row Houses,2000-05-01,68.8
6 Large Cities,Row Houses,2000-06-01,68.5
6 Large Cities,Row Houses,2000-07-01,68.4
6 Large Cities,Row Houses,2000-08-01,68.5
6 Large Cities,Row Houses,2000-09-01,68.3
6 Large Cities,Row Houses,2000-10-01,68.4
6 Large Cities,Row Houses,2000-11-01,68.1
6 Large Cities,Row Houses,2000-12-01,67.9
6 Large Cities,Row Houses,2001-01-01,67.7
6 Large Cities,Row Houses,2001-02-01,68.0
6 Large Cities,Row Houses,2001-03-01,68.7
6 Large Cities,Row Houses,2001-04-01,69.3
6 Large Cities,Row Houses,2001-05-01,69.8
6 Large Cities,Row Houses,2001-06-01,70.5
6 Large Cities,Row Houses,2001-07-01,71.3
6 Large Cities,Row Houses,2001-08-01,72.6
6 Large Cities,Row Houses,2001-09-01,73.9
6 Large Cities,Row Houses,2001-10-01,74.1
6 Large Cities,Row Houses,2001-11-01,74.3
6 Large Cities,Row Houses,2001-12-01,73.7
6 Large Cities,Row Houses,2002-01-01,74.5
6 Large Cities,Row Houses,2002-02-01,75.9
6 Large Cities,Row Houses,2002-03-01,77.3
6 Large Cities,Row Houses,2002-04-01,78.7
6 Large Cities,Row Houses,2002-05-01,79.1
6 Large Cities,Row Houses,2002-06-01,79.0
6 Large Cities,Row Houses,2002-07-01,79.0
6 Large Cities,Row Houses,2002-08-01,79.2
6 Large Cities,Row Houses,2002-09-01,80.0
6 Large Cities,Row Houses,2002-10-01,80.0
6 Large Cities,Row Houses,2002-11-01,80.3
6 Large Cities,Row Houses,2002-12-01,80.1
6 Large Cities,Row Houses,2003-01-01,80.1
6 Large Cities,Row Houses,2003-02-01,80.4
6 Large Cities,Row Houses,2003-03-01,80.2
6 Large Cities,Row Houses,2003-04-01,81.0
6 Large Cities,Row Houses,2003-05-01,81.8
6 Large Cities,Row Houses,2003-06-01,82.0
6 Large Cities,Row Houses,2003-07-01,82.1
6 Large Cities,Row Houses,2003-08-01,82.2
6 Large Cities,Row Houses,2003-09-01,82.5
6 Large Cities,Row Houses,2003-10-01,82.1
6 Large Cities,Row Houses,2003-11-01,81.1
6 Large Cities,Row Houses,2003-12-01,79.7
6 Large Cities,Row Houses,2004-01-01,79.0
6 Large Cities,Row Houses,2004-02-01,78.7
6 Large Cities,Row Houses,2004-03-01,78.5
6 Large Cities,Row Houses,2004-04-01,78.3
6 Large Cities,Row Houses,2004-05-01,78.0
6 Large Cities,Row Houses,2004-06-01,77.5
6 Large Cities,Row Houses,2004-07-01,77.1
6 Large Cities,Row Houses,2004-08-01,76.6
6 Large Cities,Row Houses,2004-09-01,76.2
6 Large Cities,Row Houses,2004-10-01,75.5
6 Large Cities,Row Houses,2004-11-01,74.8
6 Large Cities,Row Houses,2004-12-01,74.2
6 Large Cities,Row Houses,2005-01-01,73.9
6 Large Cities,Row Houses,2005-02-01,73.7
6 Large Cities,Row Houses,2005-03-01,73.6
6 Large Cities,Row Houses,2005-04-01,73.6
6 Large Cities,Row Houses,2005-05-01,73.5
6 Large Cities,Row Houses,2005-06-01,73.5
6 Large Cities,Row Houses,2005-07-01,73.5
6 Large Cities,Row Houses,2005-08-01,73.5
6 Large Cities,Row Houses,2005-09-01,73.5
6 Large Cities,Row Houses,2005-10-01,73.3
6 Large Cities,Row Houses,2005-11-01,73.3
6 Large Cities,Row Houses,2005-12-01,73.3
6 Large Cities,Row Houses,2006-01-01,73.2
6 Large Cities,Row Houses,2006-02-01,73.2
6 Large Cities,Row Houses,2006-03-01,73.5
6 Large Cities,Row Houses,2006-04-01,74.1
6 Large Cities,Row Houses,2006-05-01,74.4
6 Large Cities,Row Houses,2006-06-01,74.9
