"Type","Region","PERIOD","Sales Price Index",
"Total","Dosim-kwon","2022.11 Month","101.4429751",
"Total","Dosim-kwon","2022.12 Month","99.95055288",
"Total","Dosim-kwon","2023.01 Month","98.92851444",
"Total","Dosim-kwon","2023.02 Month","98.39581508",
"Total","Dosim-kwon","2023.03 Month","97.97948611",
"Total","Dosim-kwon","2023.04 Month","97.74170078",
"Total","Dosim-kwon","2023.05 Month","97.63612683",
"Total","Dosim-kwon","2023.06 Month","97.61207991",
"Total","Dosim-kwon","2023.07 Month","97.71287254",
"Total","Dosim-kwon","2023.08 Month","97.97009188",
"Total","Dosim-kwon","2023.09 Month","98.31311264",
"Total","Dosim-kwon","2023.10 Month","98.62147247",
"Total","Dosim-kwon","2023.11 Month","98.824293",
"Total","Dosim-kwon","2023.12 Month","98.86296175",
"Total","Dosim-kwon","2024.01 Month","98.84957592",
"Total","Dosim-kwon","2024.02 Month","98.84322958",
"Total","Dosim-kwon","2024.03 Month","98.90382741",
"Total","Dosim-kwon","2024.04 Month","99.05076751",
"Total","Dosim-kwon","2024.05 Month","99.27403778",
"Total","Dosim-kwon","2024.06 Month","99.73320353",
"Total","Dosim-kwon","2024.07 Month","100.4901031",
"Total","Dosim-kwon","2024.08 Month","101.2239372",
"Total","Dosim-kwon","2024.09 Month","101.767772",
"Total","Dosim-kwon","2024.10 Month","102.1678842",
"Total","Dosim-kwon","2024.11 Month","102.4651841",
"Total","Dosim-kwon","2024.12 Month","102.6427783",
"Total","Dosim-kwon","2025.01 Month","102.7642585",
"Total","Dosim-kwon","2025.02 Month","102.9301878",
"Total","Dosim-kwon","2025.03 Month","103.3652991",
"Total","Jongno-gu","2020.12 Month","98.69451405",
"Total","Jongno-gu","2021.01 Month","98.90236599",
"Total","Jongno-gu","2021.02 Month","99.13969026",
"Total","Jongno-gu","2021.03 Month","99.33949454",
"Total","Jongno-gu","2021.04 Month","99.54940527",
"Total","Jongno-gu","2021.05 Month","99.73006786",
"Total","Jongno-gu","2021.06 Month","100",
"Total","Jongno-gu","2021.07 Month","100.3582557",
"Total","Jongno-gu","2021.08 Month","100.9419443",
"Total","Jongno-gu","2021.09 Month","101.4676699",
"Total","Jongno-gu","2021.10 Month","102.0696106",
"Total","Jongno-gu","2021.11 Month","102.5668359",
"Total","Jongno-gu","2021.12 Month","102.8169242",
"Total","Jongno-gu","2022.01 Month","102.8043439",
"Total","Jongno-gu","2022.02 Month","102.6864008",
"Total","Jongno-gu","2022.03 Month","102.663392",
"Total","Jongno-gu","2022.04 Month","102.7585257",
"Total","Jongno-gu","2022.05 Month","102.8594138",
"Total","Jongno-gu","2022.06 Month","102.9127714",
"Total","Jongno-gu","2022.07 Month","102.8972883",
"Total","Jongno-gu","2022.08 Month","102.718157",
"Total","Jongno-gu","2022.09 Month","102.2922859",
"Total","Jongno-gu","2022.10 Month","101.8519796",
"Total","Jongno-gu","2022.11 Month","101.1733295",
"Total","Jongno-gu","2022.12 Month","100.1914471",
"Total","Jongno-gu","2023.01 Month","99.4096108",
"Total","Jongno-gu","2023.02 Month","98.97642719",
"Total","Jongno-gu","2023.03 Month","98.64479389",
"Total","Jongno-gu","2023.04 Month","98.33707465",
"Total","Jongno-gu","2023.05 Month","98.06313592",
"Total","Jongno-gu","2023.06 Month","97.96823176",
"Total","Jongno-gu","2023.07 Month","98.00439355",
"Total","Jongno-gu","2023.08 Month","98.10348894",
"Total","Jongno-gu","2023.09 Month","98.32258925",
"Total","Jongno-gu","2023.10 Month","98.53396749",
"Total","Jongno-gu","2023.11 Month","98.70406914",
"Total","Jongno-gu","2023.12 Month","98.75307747",
"Total","Jongno-gu","2024.01 Month","98.74434697",
"Total","Jongno-gu","2024.02 Month","98.73840835",
"Total","Jongno-gu","2024.03 Month","98.78440874",
"Total","Jongno-gu","2024.04 Month","98.8581266",
"Total","Jongno-gu","2024.05 Month","99.01365121",
"Total","Jongno-gu","2024.06 Month","99.30114212",
"Total","Jongno-gu","2024.07 Month","99.79437389",
"Total","Jongno-gu","2024.08 Month","100.2157601",
"Total","Jongno-gu","2024.09 Month","100.5316458",
"Total","Jongno-gu","2024.10 Month","100.7508575",
"Total","Jongno-gu","2024.11 Month","100.9668867",
"Total","Jongno-gu","2024.12 Month","101.0933818",
"Total","Jongno-gu","2025.01 Month","101.1463596",
"Total","Jongno-gu","2025.02 Month","101.2441564",
"Total","Jongno-gu","2025.03 Month","101.4755527",
"Total","Jung-gu","2020.12 Month","98.22665496",
"Total","Jung-gu","2021.01 Month","98.47968234",
"Total","Jung-gu","2021.02 Month","98.90506803",
"Total","Jung-gu","2021.03 Month","99.13987995",
"Total","Jung-gu","2021.04 Month","99.36569291",
"Total","Jung-gu","2021.05 Month","99.56641473",
"Total","Jung-gu","2021.06 Month","100",
"Total","Jung-gu","2021.07 Month","100.3322105",
"Total","Jung-gu","2021.08 Month","100.8190113",
"Total","Jung-gu","2021.09 Month","101.3140731",
"Total","Jung-gu","2021.10 Month","101.9694824",
"Total","Jung-gu","2021.11 Month","102.5124553",
"Total","Jung-gu","2021.12 Month","102.6509032",
"Total","Jung-gu","2022.01 Month","102.6273997",
"Total","Jung-gu","2022.02 Month","102.6050093",
"Total","Jung-gu","2022.03 Month","102.5696903",
"Total","Jung-gu","2022.04 Month","102.6184499",
"Total","Jung-gu","2022.05 Month","102.6430814",
"Total","Jung-gu","2022.06 Month","102.6307454",
"Total","Jung-gu","2022.07 Month","102.4837719",
"Total","Jung-gu","2022.08 Month","102.0772159",
"Total","Jung-gu","2022.09 Month","101.4466273",
"Total","Jung-gu","2022.10 Month","100.6013648",
"Total","Jung-gu","2022.11 Month","99.33348187",
"Total","Jung-gu","2022.12 Month","96.86338016",
"Total","Jung-gu","2023.01 Month","95.47343014",
"Total","Jung-gu","2023.02 Month","94.70928849",
"Total","Jung-gu","2023.03 Month","94.15853891",
"Total","Jung-gu","2023.04 Month","93.76022718",
"Total","Jung-gu","2023.05 Month","93.6051307",
"Total","Jung-gu","2023.06 Month","93.44676115",
"Total","Jung-gu","2023.07 Month","93.49972997",
"Total","Jung-gu","2023.08 Month","93.70735054",
"Total","Jung-gu","2023.09 Month","94.07662258",
"Total","Jung-gu","2023.10 Month","94.35312838",
"Total","Jung-gu","2023.11 Month","94.4712778",
"Total","Jung-gu","2023.12 Month","94.47825618",
"Total","Jung-gu","2024.01 Month","94.45075401",
"Total","Jung-gu","2024.02 Month","94.4289116",
"Total","Jung-gu","2024.03 Month","94.46544405",
"Total","Jung-gu","2024.04 Month","94.55857656",
"Total","Jung-gu","2024.05 Month","94.71166874",
"Total","Jung-gu","2024.06 Month","95.0593386",
"Total","Jung-gu","2024.07 Month","95.67464198",
"Total","Jung-gu","2024.08 Month","96.2457995",
"Total","Jung-gu","2024.09 Month","96.67074265",
"Total","Jung-gu","2024.10 Month","96.98883541",
"Total","Jung-gu","2024.11 Month","97.26694029",
"Total","Jung-gu","2024.12 Month","97.40966445",
"Total","Jung-gu","2025.01 Month","97.50067285",
"Total","Jung-gu","2025.02 Month","97.57795368",
"Total","Jung-gu","2025.03 Month","97.74092056",
"Total","Yongsan-gu","2020.12 Month","97.98328933",
"Total","Yongsan-gu","2021.01 Month","98.29070519",
"Total","Yongsan-gu","2021.02 Month","98.72447332",
"Total","Yongsan-gu","2021.03 Month","98.99813109",
"Total","Yongsan-gu","2021.04 Month","99.24394404",
"Total","Yongsan-gu","2021.05 Month","99.5356093",
"Total","Yongsan-gu","2021.06 Month","100",
"Total","Yongsan-gu","2021.07 Month","100.4660877",
"Total","Yongsan-gu","2021.08 Month","101.1040956",
"Total","Yongsan-gu","2021.09 Month","101.7904545",
"Total","Yongsan-gu","2021.10 Month","102.7043139",
"Total","Yongsan-gu","2021.11 Month","103.5194888",
"Total","Yongsan-gu","2021.12 Month","103.8897193",
"Total","Yongsan-gu","2022.01 Month","103.9234955",
"Total","Yongsan-gu","2022.02 Month","103.9071114",
"Total","Yongsan-gu","2022.03 Month","103.9746252",
"Total","Yongsan-gu","2022.04 Month","104.1309692",
"Total","Yongsan-gu","2022.05 Month","104.312026",
"Total","Yongsan-gu","2022.06 Month","104.4097162",
"Total","Yongsan-gu","2022.07 Month","104.4640363",
"Total","Yongsan-gu","2022.08 Month","104.4558448",
"Total","Yongsan-gu","2022.09 Month","104.2107386",
"Total","Yongsan-gu","2022.10 Month","103.5217761",
"Total","Yongsan-gu","2022.11 Month","102.6965804",
"Total","Yongsan-gu","2022.12 Month","101.3777621",
"Total","Yongsan-gu","2023.01 Month","100.3994248",
"Total","Yongsan-gu","2023.02 Month","99.92726521",
"Total","Yongsan-gu","2023.03 Month","99.52946842",
"Total","Yongsan-gu","2023.04 Month","99.42150824",
"Total","Yongsan-gu","2023.05 Month","99.44874783",
"Total","Yongsan-gu","2023.06 Month","99.54154979",
"Total","Yongsan-gu","2023.07 Month","99.70889456",
"Total","Yongsan-gu","2023.08 Month","100.0929664",
"Total","Yongsan-gu","2023.09 Month","100.5004213",
"Total","Yongsan-gu","2023.10 Month","100.887491",
"Total","Yongsan-gu","2023.11 Month","101.1566637",
"Total","Yongsan-gu","2023.12 Month","101.2057939",
"Total","Yongsan-gu","2024.01 Month","101.1970286",
"Total","Yongsan-gu","2024.02 Month","101.1987146",
"Total","Yongsan-gu","2024.03 Month","101.2813429",
"Total","Yongsan-gu","2024.04 Month","101.5031823",
"Total","Yongsan-gu","2024.05 Month","101.8067036",
"Total","Yongsan-gu","2024.06 Month","102.434105",
"Total","Yongsan-gu","2024.07 Month","103.4342541",
"Total","Yongsan-gu","2024.08 Month","104.4549953",
"Total","Yongsan-gu","2024.09 Month","105.2091047",
"Total","Yongsan-gu","2024.10 Month","105.7699273",
"Total","Yongsan-gu","2024.11 Month","106.1297988",
"Total","Yongsan-gu","2024.12 Month","106.359199",
"Total","Yongsan-gu","2025.01 Month","106.5414758",
"Total","Yongsan-gu","2025.02 Month","106.7997162",
"Total","Yongsan-gu","2025.03 Month","107.5156153",
"Total","Dongbuk-kwon","2020.12 Month","97.07204132",
"Total","Dongbuk-kwon","2021.01 Month","97.41889977",
"Total","Dongbuk-kwon","2021.02 Month","98.00849205",
"Total","Dongbuk-kwon","2021.03 Month","98.44446046",
"Total","Dongbuk-kwon","2021.04 Month","98.84810271",
"Total","Dongbuk-kwon","2021.05 Month","99.27075507",
"Total","Dongbuk-kwon","2021.06 Month","100",
"Total","Dongbuk-kwon","2021.07 Month","100.6996673",
"Total","Dongbuk-kwon","2021.08 Month","101.4544974",
"Total","Dongbuk-kwon","2021.09 Month","102.0956731",
"Total","Dongbuk-kwon","2021.10 Month","102.6980566",
"Total","Dongbuk-kwon","2021.11 Month","103.1611643",
"Total","Dongbuk-kwon","2021.12 Month","103.361295",
"Total","Dongbuk-kwon","2022.01 Month","103.3712174",
"Total","Dongbuk-kwon","2022.02 Month","103.3216515",
"Total","Dongbuk-kwon","2022.03 Month","103.2772711",
"Total","Dongbuk-kwon","2022.04 Month","103.2898377",
"Total","Dongbuk-kwon","2022.05 Month","103.3143301",
"Total","Dongbuk-kwon","2022.06 Month","103.3034777",
"Total","Dongbuk-kwon","2022.07 Month","103.1298248",
"Total","Dongbuk-kwon","2022.08 Month","102.7641946",
"Total","Dongbuk-kwon","2022.09 Month","102.198933",
"Total","Dongbuk-kwon","2022.10 Month","101.3085281",
"Total","Dongbuk-kwon","2022.11 Month","99.66153014",
"Total","Dongbuk-kwon","2022.12 Month","97.16661192",
"Total","Dongbuk-kwon","2023.01 Month","95.76578335",
"Total","Dongbuk-kwon","2023.02 Month","95.04108144",
"Total","Dongbuk-kwon","2023.03 Month","94.44157082",
"Total","Dongbuk-kwon","2023.04 Month","94.03924064",
"Total","Dongbuk-kwon","2023.05 Month","93.85947349",
"Total","Dongbuk-kwon","2023.06 Month","93.7979968",
"Total","Dongbuk-kwon","2023.07 Month","93.86106417",
"Total","Dongbuk-kwon","2023.08 Month","94.078747",
"Total","Dongbuk-kwon","2023.09 Month","94.33295654",
"Total","Dongbuk-kwon","2023.10 Month","94.51937564",
"Total","Dongbuk-kwon","2023.11 Month","94.58339662",
"Total","Dongbuk-kwon","2023.12 Month","94.51644",
"Total","Dongbuk-kwon","2024.01 Month","94.4045445",
"Total","Dongbuk-kwon","2024.02 Month","94.29538618",
"Total","Dongbuk-kwon","2024.03 Month","94.26603589",
"Total","Dongbuk-kwon","2024.04 Month","94.30354455",
"Total","Dongbuk-kwon","2024.05 Month","94.39901689",
"Total","Dongbuk-kwon","2024.06 Month","94.69182905",
"Total","Dongbuk-kwon","2024.07 Month","95.2310022",
"Total","Dongbuk-kwon","2024.08 Month","95.8736564",
"Total","Dongbuk-kwon","2024.09 Month","96.34119487",
"Total","Dongbuk-kwon","2024.10 Month","96.61797039",
"Total","Dongbuk-kwon","2024.11 Month","96.78466028",
"Total","Dongbuk-kwon","2024.12 Month","96.84347332",
"Total","Dongbuk-kwon","2025.01 Month","96.84162259",
"Total","Dongbuk-kwon","2025.02 Month","96.85543561",
"Total","Dongbuk-kwon","2025.03 Month","97.01861182",
"Total","Seongdong-gu","2020.12 Month","97.81262829",
"Total","Seongdong-gu","2021.01 Month","98.1763227",
"Total","Seongdong-gu","2021.02 Month","98.76880223",
"Total","Seongdong-gu","2021.03 Month","99.14547199",
"Total","Seongdong-gu","2021.04 Month","99.34891271",
"Total","Seongdong-gu","2021.05 Month","99.58744799",
"Total","Seongdong-gu","2021.06 Month","100",
"Total","Seongdong-gu","2021.07 Month","100.3948375",
"Total","Seongdong-gu","2021.08 Month","100.8874401",
"Total","Seongdong-gu","2021.09 Month","101.2876988",
"Total","Seongdong-gu","2021.10 Month","101.6845925",
"Total","Seongdong-gu","2021.11 Month","101.9894281",
"Total","Seongdong-gu","2021.12 Month","102.1177233",
"Total","Seongdong-gu","2022.01 Month","102.1654816",
"Total","Seongdong-gu","2022.02 Month","102.1637438",
"Total","Seongdong-gu","2022.03 Month","102.157418",
"Total","Seongdong-gu","2022.04 Month","102.1672297",
"Total","Seongdong-gu","2022.05 Month","102.1857553",
"Total","Seongdong-gu","2022.06 Month","102.2021613",
"Total","Seongdong-gu","2022.07 Month","102.1908049",
"Total","Seongdong-gu","2022.08 Month","102.1445802",
"Total","Seongdong-gu","2022.09 Month","101.9942139",
"Total","Seongdong-gu","2022.10 Month","101.4944708",
"Total","Seongdong-gu","2022.11 Month","100.4313039",
"Total","Seongdong-gu","2022.12 Month","98.99924757",
"Total","Seongdong-gu","2023.01 Month","98.10166203",
"Total","Seongdong-gu","2023.02 Month","97.41109511",
"Total","Seongdong-gu","2023.03 Month","96.80316225",
"Total","Seongdong-gu","2023.04 Month","96.44840592",
"Total","Seongdong-gu","2023.05 Month","96.43049386",
"Total","Seongdong-gu","2023.06 Month","96.48572188",
"Total","Seongdong-gu","2023.07 Month","96.81062142",
"Total","Seongdong-gu","2023.08 Month","97.57502686",
"Total","Seongdong-gu","2023.09 Month","98.15619755",
"Total","Seongdong-gu","2023.10 Month","98.62278698",
"Total","Seongdong-gu","2023.11 Month","98.89648005",
"Total","Seongdong-gu","2023.12 Month","99.02518437",
"Total","Seongdong-gu","2024.01 Month","98.9392155",
"Total","Seongdong-gu","2024.02 Month","98.77795969",
"Total","Seongdong-gu","2024.03 Month","98.78392073",
"Total","Seongdong-gu","2024.04 Month","99.02999928",
"Total","Seongdong-gu","2024.05 Month","99.55943315",
"Total","Seongdong-gu","2024.06 Month","100.5214073",
"Total","Seongdong-gu","2024.07 Month","102.4723991",
"Total","Seongdong-gu","2024.08 Month","104.5196966",
"Total","Seongdong-gu","2024.09 Month","105.4675059",
"Total","Seongdong-gu","2024.10 Month","106.0452014",
"Total","Seongdong-gu","2024.11 Month","106.4541946",
"Total","Seongdong-gu","2024.12 Month","106.5788192",
"Total","Seongdong-gu","2025.01 Month","106.687944",
"Total","Seongdong-gu","2025.02 Month","106.8307921",
"Total","Seongdong-gu","2025.03 Month","107.7906175",
"Total","Gwangjin-gu","2020.12 Month","97.79725367",
"Total","Gwangjin-gu","2021.01 Month","98.14412988",
"Total","Gwangjin-gu","2021.02 Month","98.66659884",
"Total","Gwangjin-gu","2021.03 Month","99.04099422",
"Total","Gwangjin-gu","2021.04 Month","99.34946484",
"Total","Gwangjin-gu","2021.05 Month","99.66080848",
"Total","Gwangjin-gu","2021.06 Month","100",
"Total","Gwangjin-gu","2021.07 Month","100.3507882",
"Total","Gwangjin-gu","2021.08 Month","100.7158831",
"Total","Gwangjin-gu","2021.09 Month","101.0376771",
"Total","Gwangjin-gu","2021.10 Month","101.3544101",
"Total","Gwangjin-gu","2021.11 Month","101.6424594",
"Total","Gwangjin-gu","2021.12 Month","101.8770163",
"Total","Gwangjin-gu","2022.01 Month","101.9412584",
"Total","Gwangjin-gu","2022.02 Month","101.9225978",
"Total","Gwangjin-gu","2022.03 Month","101.9054256",
"Total","Gwangjin-gu","2022.04 Month","101.9006375",
"Total","Gwangjin-gu","2022.05 Month","101.9772065",
"Total","Gwangjin-gu","2022.06 Month","102.0650952",
"Total","Gwangjin-gu","2022.07 Month","102.0782447",
"Total","Gwangjin-gu","2022.08 Month","102.0724521",
"Total","Gwangjin-gu","2022.09 Month","101.9533873",
"Total","Gwangjin-gu","2022.10 Month","101.6459317",
"Total","Gwangjin-gu","2022.11 Month","101.0282279",
"Total","Gwangjin-gu","2022.12 Month","100.0107594",
"Total","Gwangjin-gu","2023.01 Month","99.03452473",
"Total","Gwangjin-gu","2023.02 Month","98.21887841",
"Total","Gwangjin-gu","2023.03 Month","97.41703197",
"Total","Gwangjin-gu","2023.04 Month","96.83905952",
"Total","Gwangjin-gu","2023.05 Month","96.47802767",
"Total","Gwangjin-gu","2023.06 Month","96.47528674",
"Total","Gwangjin-gu","2023.07 Month","96.60734951",
"Total","Gwangjin-gu","2023.08 Month","96.8340606",
"Total","Gwangjin-gu","2023.09 Month","97.05245338",
"Total","Gwangjin-gu","2023.10 Month","97.25653399",
"Total","Gwangjin-gu","2023.11 Month","97.36609347",
"Total","Gwangjin-gu","2023.12 Month","97.35090111",
"Total","Gwangjin-gu","2024.01 Month","97.34454624",
"Total","Gwangjin-gu","2024.02 Month","97.32443995",
"Total","Gwangjin-gu","2024.03 Month","97.39597476",
"Total","Gwangjin-gu","2024.04 Month","97.52312103",
